City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Aykhal,66.0,111.5,-0.4,84,0,6.71,RU,1606265641
Hay River,60.82,-115.8,12.2,85,90,9.17,CA,1606265641
Yakeshi,49.28,120.73,4.17,93,5,3.51,CN,1606265511
Zhangye,38.93,100.45,21.34,79,100,1.72,CN,1606265642
Kundiawa,-6.02,144.97,79.59,48,25,1.92,PG,1606265642
Sai Buri,6.7,101.62,73.4,100,40,1.12,TH,1606265642
Burgeo,47.62,-57.62,28.76,89,97,32.12,CA,1606265642
Chumikan,54.72,135.31,6.67,86,0,23.53,RU,1606265642
Muros,42.78,-9.06,52.0,94,100,1.61,ES,1606265643
Vardø,70.37,31.11,36.21,81,100,11.34,NO,1606265643
San Carlos,9.66,-68.58,74.91,91,85,3.33,VE,1606265643
Bangassou,4.74,22.82,67.46,75,100,0.98,CF,1606265643
Tuyen Quang,21.82,105.22,72.25,84,100,1.92,VN,1606265643
Ilhabela,-23.78,-45.36,73.18,85,71,12.64,BR,1606265644
Rawson,-43.3,-65.1,61.79,45,56,22.32,AR,1606265446
Matara,5.95,80.54,77.13,86,100,9.62,LK,1606265644
Birjand,32.87,59.22,28.4,74,0,4.7,IR,1606265644
Nemuro,43.32,145.57,37.4,55,75,6.93,JP,1606265644
Sauda,59.65,6.35,50.0,87,100,15.99,NO,1606265645
Kasongo-Lunda,-6.47,16.82,69.03,90,100,0.31,CD,1606265645
Mâncio Lima,-7.61,-72.9,76.82,89,100,2.39,BR,1606265645
Anchorage,61.22,-149.9,30.0,68,1,4.7,US,1606265626
Hannibal,39.71,-91.36,48.2,93,90,6.93,US,1606265397
Eyl,7.98,49.82,76.39,79,14,5.79,SO,1606265645
Kenora,49.82,-94.43,30.2,92,90,5.82,CA,1606265646
Sur,22.57,59.53,75.02,64,0,15.39,OM,1606265646
Te Anau,-45.42,167.72,65.39,42,1,4.0,NZ,1606265646
Waipawa,-41.41,175.52,62.6,77,100,6.93,NZ,1606265646
Champasak,14.75,106.0,73.4,78,0,4.7,LA,1606265647
Kidal,18.44,1.41,61.45,27,0,10.27,ML,1606265647
Luga,58.74,29.85,31.57,98,0,3.58,RU,1606265647
Akçakoca,41.09,31.12,48.72,76,100,9.13,TR,1606265647
Belyy Yar,53.6,91.39,21.2,79,90,6.71,RU,1606265647
Beloha,-25.17,45.05,69.51,73,59,3.69,MG,1606265648
General Pico,-35.66,-63.76,68.45,79,0,5.59,AR,1606265648
San Juan,-31.54,-68.54,77.97,27,0,7.54,AR,1606265648
Ciudad del Carmen,18.63,-91.83,80.6,78,75,4.7,MX,1606265391
Pringsewu,-5.36,104.97,75.54,87,100,2.42,ID,1606265648
Nova Odesa,47.31,31.79,34.68,89,20,7.67,UA,1606265649
Bibiani,6.46,-2.32,71.28,98,3,1.81,GH,1606265649
Ancud,-41.87,-73.82,53.01,93,20,9.17,CL,1606265649
Tottori-shi,35.5,134.23,51.8,76,75,8.05,JP,1606265649
Pangnirtung,66.15,-65.71,-5.13,86,100,2.62,CA,1606265649
Farmington,36.73,-108.22,44.6,42,1,13.87,US,1606265649
Talara,-4.58,-81.27,63.86,86,51,15.08,PE,1606265650
Khani,41.96,42.96,39.2,80,75,5.82,GE,1606265650
Iqaluit,63.75,-68.51,1.4,70,75,4.7,CA,1606265650
Roswell,34.02,-84.36,51.01,57,75,8.05,US,1606265650
Fukuechō,32.69,128.84,59.0,62,40,4.7,JP,1606265650
Pierre,44.37,-100.35,35.01,74,1,5.82,US,1606265651
Ulaangom,49.98,92.07,16.48,96,96,2.39,MN,1606265651
Fālākāta,26.52,89.21,60.67,68,64,3.04,IN,1606265651
Kavaratti,10.57,72.64,82.38,66,79,7.56,IN,1606265651
Shitanjing,39.23,106.34,19.18,88,100,0.96,CN,1606265651
Walvis Bay,-22.96,14.51,57.99,87,38,3.36,NA,1606265652
Madimba,-10.4,40.33,77.41,88,31,6.15,TZ,1606265652
Wanning,18.8,110.4,76.14,85,79,13.15,CN,1606265652
Lakatoro,-16.1,167.42,86.0,70,40,5.82,VU,1606265652
Esperance,-33.87,121.9,60.8,72,90,19.46,AU,1606265652
Najrān,17.49,44.13,57.2,58,0,2.01,SA,1606265653
São Francisco de Paula,-29.45,-50.58,73.99,75,0,5.93,BR,1606265653
Constantine,36.37,6.61,44.6,93,0,4.7,DZ,1606265653
Ilo,-17.64,-71.34,63.09,76,75,5.28,PE,1606265653
Pell City,33.59,-86.29,51.8,87,20,5.64,US,1606265653
Mackenzie,55.3,-123.17,32.0,96,40,5.82,CA,1606265654
Hanna,51.63,-111.9,26.6,100,38,8.05,CA,1606265654
Kozhva,65.11,57.05,21.4,97,100,8.72,RU,1606265654
Buraidah,26.33,43.98,57.2,67,0,5.82,SA,1606265654
Padang,-0.95,100.35,78.04,75,100,3.13,ID,1606265654
Ocumare del Tuy,10.12,-66.78,73.0,81,77,4.0,VE,1606265654
Boddam,57.47,-1.78,43.0,100,100,3.36,GB,1606265655
Sept-Îles,50.2,-66.38,17.6,61,0,14.99,CA,1606265366
Auki,-8.77,160.7,73.11,88,100,5.68,SB,1606265655
Terney,45.05,136.61,31.32,87,100,5.21,RU,1606265655
Pedasí,7.53,-80.03,79.83,85,81,6.91,PA,1606265655
Santa Maria da Vitória,-13.39,-44.19,70.93,75,0,4.68,BR,1606265656
Russell,32.35,-85.2,60.8,81,1,5.08,US,1606265656
Vadsø,70.07,29.75,26.6,92,100,6.93,NO,1606265656
Kamenka,51.32,42.77,33.08,99,100,9.28,RU,1606265656
Ankazobe,-18.32,47.12,62.6,82,40,10.29,MG,1606265656
Tazovsky,67.47,78.7,8.49,95,100,9.44,RU,1606265657
Katobu,-4.94,122.53,82.94,80,100,2.26,ID,1606265657
Il’inskiy,55.62,38.12,34.0,100,90,4.47,RU,1606265657
Skjervøy,70.03,20.97,34.02,83,100,11.5,NO,1606265657
Alappuzha,9.49,76.33,76.75,81,100,4.34,IN,1606265658
Okhotsk,59.38,143.3,-5.49,86,0,22.19,RU,1606265658
Oodweyne,9.41,45.06,66.92,84,78,6.04,SO,1606265658
El Salvador,13.83,-88.92,80.6,74,40,4.7,SV,1606265642
Lichinga,-13.31,35.24,67.1,61,88,8.05,MZ,1606265659
Waynesville,35.49,-82.99,44.6,42,1,10.29,US,1606265659
Mattru,7.62,-11.83,74.48,94,0,0.51,SL,1606265659
Ebebiyin,2.15,11.34,68.77,98,98,1.92,GQ,1606265659
Bela,25.93,81.98,58.86,35,0,2.77,IN,1606265659
Fort Dodge,42.5,-94.17,39.2,100,90,3.36,US,1606265660
Naze,28.37,129.48,73.4,64,75,11.41,JP,1606265660
Santa Ana,33.75,-117.87,64.99,59,1,6.93,US,1606265527
Arcata,40.87,-124.08,53.01,87,90,1.36,US,1606265513
Hamilton,39.18,-84.53,46.0,70,1,5.84,US,1606265560
North Battleford,52.78,-108.28,21.2,92,1,9.17,CA,1606265467
Tagusao,9.19,117.81,83.55,71,57,5.32,PH,1606265661
Necochea,-38.55,-58.74,63.0,86,16,6.71,AR,1606265411
Kroya,-7.63,109.25,73.0,77,86,4.88,ID,1606265661
Esil,51.96,66.4,11.55,95,77,9.66,KZ,1606265661
Kargil,34.57,76.1,12.99,89,100,1.45,IN,1606265662
Yangjiang,21.85,111.97,72.36,76,27,8.25,CN,1606265600
Cheyenne,41.14,-104.82,35.6,37,1,6.73,US,1606265662
Mayo,38.89,-76.51,46.0,60,75,5.82,US,1606265662
Casper,42.87,-106.31,37.0,33,1,8.05,US,1606265662
Cabra,37.47,-4.44,53.6,81,90,3.36,ES,1606265663
Rurrenabaque,-14.44,-67.53,82.94,53,54,1.52,BO,1606265663
Vrangel',42.73,133.08,37.0,75,55,6.49,RU,1606265663
Veinticinco de Mayo,-35.43,-60.17,66.99,94,15,4.0,AR,1606265663
Athabasca,54.72,-113.29,24.8,79,100,2.24,CA,1606265663
Āreka,7.07,37.7,61.23,56,64,4.27,ET,1606265664
Ginir,7.13,40.7,56.77,69,47,3.24,ET,1606265664
Tuban,-6.9,112.06,82.44,74,100,7.38,ID,1606265664
Rosarito,32.33,-117.03,64.4,67,5,6.93,MX,1606265664
Saquarema,-22.92,-42.51,75.2,94,75,9.17,BR,1606265454
Coahuayana Viejo,18.73,-103.68,78.8,74,40,9.17,MX,1606265665
Forsytheganj,52.63,29.73,38.43,83,84,9.55,BY,1606265665
Alice Springs,-23.7,133.88,89.6,15,0,6.93,AU,1606265520
Lumsden,50.65,-104.87,21.2,92,75,13.87,CA,1606265665
Dalvik,65.97,-18.53,26.6,92,90,10.07,IS,1606265665
Paita,-5.09,-81.11,63.9,82,94,15.12,PE,1606265665
Zigong,29.34,104.78,51.8,56,5,1.88,CN,1606265666
Staryy Nadym,65.61,72.68,17.06,97,100,12.82,RU,1606265666
Port Hardy,50.7,-127.42,44.6,87,90,2.24,CA,1606265666
Mangochi,-14.48,35.26,77.38,49,69,1.39,MW,1606265666
Tabuk,17.42,121.44,73.22,83,94,2.53,PH,1606265666
Koumac,-20.57,164.28,78.42,65,100,2.04,NC,1606265666
Porto-Novo,6.5,2.6,84.2,79,40,12.75,BJ,1606265400
Berlin,52.52,13.41,36.0,92,100,6.93,DE,1606265159
Tolaga Bay,-38.37,178.3,60.66,94,100,18.23,NZ,1606265629
Singaraja,-8.11,115.09,84.7,67,100,2.53,ID,1606265417
Gijang,35.24,129.21,46.4,45,0,8.05,KR,1606265667
Bāndarban,22.2,92.23,61.48,78,100,1.9,BD,1606265668
Boden,65.83,21.69,24.8,100,100,3.36,SE,1606265668
Saint-Augustin,51.23,-58.65,18.36,85,100,31.32,CA,1606265507
Adrar,20.5,-10.07,61.65,30,5,9.19,MR,1606265668
Tuy Hoa,13.08,109.3,76.98,87,96,9.44,VN,1606265668
Tynda,55.17,124.72,1.72,89,0,6.6,RU,1606265669
Rocha,-34.48,-54.33,77.34,71,0,12.26,UY,1606265669
Inongo,-1.95,18.27,69.87,94,96,1.25,CD,1606265669
Hūn,29.13,15.95,55.89,61,0,7.65,LY,1606265669
Cherkasskoye,52.43,47.22,27.45,98,99,0.18,RU,1606265669
Kysyl-Syr,63.9,122.76,-1.46,91,100,10.56,RU,1606265670
Buenaventura,3.88,-77.03,66.0,74,100,2.42,CO,1606265670
Naousa,40.63,22.05,50.0,70,76,0.49,GR,1606265670
Nishihara,26.18,127.76,75.2,60,75,9.17,JP,1606265670
Sibolga,1.74,98.78,75.97,82,100,3.6,ID,1606265670
São Geraldo do Araguaia,-6.4,-48.55,76.3,86,100,3.89,BR,1606265671
Safi,32.3,-9.24,63.21,80,0,5.73,MA,1606265671
Odiongan,12.4,121.99,81.01,76,34,23.06,PH,1606265671
Vega de Alatorre,20.03,-96.63,75.58,79,0,12.19,MX,1606265671
Naryan-Mar,67.67,53.09,19.08,97,99,10.6,RU,1606265671
Mossamedes,-15.2,12.15,69.89,75,100,3.76,AO,1606265672
St. George's,12.06,-61.75,80.6,78,75,12.75,GD,1606265672
Compostela,7.67,126.09,82.33,73,100,5.06,PH,1606265672
Xapuri,-10.65,-68.5,83.86,53,18,3.15,BR,1606265672
Kokkola,63.84,23.13,33.01,100,7,2.24,FI,1606265672
Indramayu,-6.33,108.32,83.03,68,100,4.23,ID,1606265673
Yeppoon,-23.13,150.73,86.0,48,75,8.05,AU,1606265673
Monastyrshchina,54.35,31.84,34.14,98,100,1.66,RU,1606265673
Pacific Grove,36.62,-121.92,55.99,76,1,5.19,US,1606265673
Wellsford,-36.28,174.52,70.0,93,93,10.0,NZ,1606265673
Petropavlovsk-Kamchatskiy,53.05,158.65,26.6,58,40,6.71,RU,1606265674
Severobaykal'sk,55.65,109.32,8.06,83,1,5.28,RU,1606265589
Sri Aman,1.24,111.46,75.2,100,20,2.24,MY,1606265527
Adré,13.47,22.2,67.12,27,5,7.9,TD,1606265674
Ghanzi,-21.57,21.78,76.87,30,82,7.02,BW,1606265674
